batch_size,latency_s,latency_per_item_ms,pass,pass_type
10,0.6219379829999525,62.19379829999525,1,cold
10,0.7921555980028643,79.21555980028643,1,cold
10,0.6891116039987537,68.91116039987537,1,cold
10,0.4787581480013614,47.87581480013614,1,cold
10,0.6758419070029049,67.58419070029049,1,cold
10,0.5938860540009046,59.388605400090455,1,cold
10,0.5200211529991066,52.002115299910656,1,cold
10,0.7087792120000813,70.87792120000813,1,cold
10,0.971602621000784,97.1602621000784,1,cold
10,0.7299543219996849,72.99543219996849,1,cold
10,0.6295007260014245,62.95007260014245,1,cold
10,0.836883604999457,83.6883604999457,1,cold
10,1.0667031100019813,106.67031100019813,1,cold
10,0.5465013080029166,54.65013080029166,1,cold
10,0.7056744059991615,70.56744059991615,1,cold
10,0.8577178080013255,85.77178080013255,1,cold
10,0.6622778609998932,66.22778609998932,1,cold
10,0.6997698249979294,69.97698249979294,1,cold
10,0.5974600759982422,59.746007599824225,1,cold
10,0.7756550359990797,77.56550359990797,1,cold
10,0.728941407000093,72.8941407000093,1,cold
10,0.6055956290001632,60.55956290001632,1,cold
10,0.6932091649978247,69.32091649978247,1,cold
10,0.6989856469990627,69.89856469990627,1,cold
10,0.6753087899996899,67.53087899996899,1,cold
10,0.6663751019987103,66.63751019987103,1,cold
10,0.6440808570005174,64.40808570005174,1,cold
10,0.7632373240012384,76.32373240012384,1,cold
10,0.7152214609996008,71.52214609996008,1,cold
10,0.7520305769976403,75.20305769976403,1,cold
10,1.3920309719978832,139.20309719978832,1,cold
10,1.981123330002447,198.1123330002447,1,cold
10,0.9224927010000101,92.24927010000101,1,cold
10,2.0518189149988757,205.18189149988757,1,cold
10,1.6783983890018135,167.83983890018135,1,cold
10,0.7611806540007819,76.1180654000782,1,cold
10,2.1247934389975853,212.47934389975853,1,cold
10,1.025501994001388,102.55019940013881,1,cold
10,2.033146243000374,203.3146243000374,1,cold
10,2.106248546999268,210.6248546999268,1,cold
10,1.9216150200008997,192.16150200008997,1,cold
10,1.6731459330003418,167.31459330003418,1,cold
10,1.6247685630005435,162.47685630005435,1,cold
10,1.8584057379994192,185.84057379994192,1,cold
10,1.2352272419993824,123.52272419993824,1,cold
10,1.617587116001232,161.7587116001232,1,cold
10,1.9221521269973891,192.2152126997389,1,cold
10,1.9621096379996743,196.21096379996743,1,cold
10,1.120093415996962,112.0093415996962,1,cold
10,2.1460804380003538,214.60804380003538,1,cold
10,1.881977425000514,188.1977425000514,1,cold
10,2.1790260930029035,217.90260930029035,1,cold
10,1.7352440379982,173.52440379982,1,cold
10,1.6681104460003553,166.81104460003553,1,cold
10,2.034333436000452,203.4333436000452,1,cold
10,0.572485433996917,57.2485433996917,2,warm
10,0.7917761980024807,79.17761980024807,2,warm
10,0.7085996519999753,70.85996519999753,2,warm
10,0.5258021549998375,52.58021549998375,2,warm
10,0.6895217109995428,68.95217109995428,2,warm
10,0.5795995710032003,57.959957100320025,2,warm
10,0.5330977000012354,53.309770000123535,2,warm
10,0.6686179089992947,66.86179089992947,2,warm
10,0.864170455999556,86.4170455999556,2,warm
10,0.7469563090016891,74.69563090016891,2,warm
10,0.6276071530010086,62.760715300100856,2,warm
10,0.82965846800289,82.965846800289,2,warm
10,1.0874950299985358,108.74950299985358,2,warm
10,0.5004754239998874,50.04754239998874,2,warm
10,0.7015344739993452,70.15344739993452,2,warm
10,0.8303767859979416,83.03767859979416,2,warm
10,0.7247156849989551,72.47156849989551,2,warm
10,0.7036305439978605,70.36305439978605,2,warm
10,0.5948555080030928,59.485550800309284,2,warm
